Ref_number	Sample_number	Volcanic_zone	System	Eruption	Location	Phase	Phase_number	Point_number	Core_rim	Profile_distance	Pheno_xeno_nod_gm	Texture	Inclusion	Hostref	Machine	Lab	Analyst	Comment	Point	Date	Notes			SiO2	TiO2	Al203	Cr2O3	V2O3	Fe2O3	FeO	MnO	MgO	CaO	Na2O	K2O	P2O5	NiO	SO2	F	Cl	Total	SiO2_err	TiO2_err	Al2O3_err	Cr2O3_err	V2O3_err	Fe2O3_err	FeO_err	MnO_err	MgO_err	CaO_err	Na2O_err	K2O_err	P2O5_err	NiO_err	SO2_err	F_err	Cl_err	SiO2_dl	TiO2_dl	Al203_dl	Cr2O3_dl	V2O3_dl	Fe2O3_dl	FeO_dl	MnO_dl	MgO_dl	CaO_dl	Na2O_dl	K2O_dl	P2O5_dl	NiO_dl	SO2_dl	F_dl	Cl_dl
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.6548	19889	-23582	0	1	0	39.9295	0	0	0	45.1045	0.0703	0	0.0105	0	0	0	13.731	0	0	0	0.0466	1	0	0.4602	0	0	0	0.7136	0.0274	0	0.0222	0	0	0	0.6221	0	0	0	1	0	251	0	0	0	450	298	0	264	0	0	0	903	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.306	20244	-24156	0	1	0	39.6502	0	0	0	45.1153	0.0808	0	0.0414	0	0	0	13.6321	0	0	0	0.0492	1	0	0.4571	0	0	0	0.7138	0.0272	0	0.0223	0	0	0	0.6192	0	0	0	1	0	251	0	0	0	453	290	0	256	0	0	0	979	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.8847	20386	-24107	0	1	0	40.0057	0	0	0	44.591	0.0438	0	0.0087	0	0	0	14.426	0	0	0	0.0561	1	0	0.4605	0	0	0	0.7039	0.0262	0	0.0213	0	0	0	0.6424	0	0	0	1	0	241	0	0	0	432	296	0	253	0	0	0	943	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.6586	21773	-21828	0	1	0	40.3763	0	0	0	46.8258	0.0652	0	0.0173	0	0	0	11.5829	0	0	0	0.0525	1	0	0.4647	0	0	0	0.7366	0.0266	0	0.0216	0	0	0	0.5355	0	0	0	1	0	244	0	0	0	428	292	0	255	0	0	0	916	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	100.0119	21972	-21953	0	1	0	40.4859	0	0	0	46.9419	0.046	0	0.0175	0	0	0	11.7267	0	0	0	0.0485	1	0	0.4659	0	0	0	0.7386	0.0271	0	0.0214	0	0	0	0.5416	0	0	0	1	0	244	0	0	0	428	307	0	252	0	0	0	920	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.6	21947	-22358	0	1	0	40.4986	0	0	0	46.5788	0.0749	0	0	0	0	0	11.6477	0	0	0	0.0521	1	0	0.4666	0	0	0	0.7351	0.0284	0	0.0219	0	0	0	0.5442	0	0	0	1	0	250	0	0	0	452	309	0	265	0	0	0	932	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.4897	22916	-29212	0	1	0	39.7614	0	0	0	43.7392	0.0402	0	0.0339	0	0	0	15.1205	0	0	0	0.0426	1	0	0.4582	0	0	0	0.6928	0.027	0	0.022	0	0	0	0.6737	0	0	0	1	0	250	0	0	0	441	308	0	254	0	0	0	1037	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.8739	22633	-28904	0	1	0	39.7691	0	0	0	43.8099	0.0523	0	0.0087	0	0	0	15.447	0	0	0	0.0405	1	0	0.4583	0	0	0	0.6943	0.0275	0	0.0227	0	0	0	0.6861	0	0	0	1	0	247	0	0	0	440	308	0	271	0	0	0	967	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.5051	22802	-28936	0	1	0	39.5654	0	0	0	43.9247	0.0479	0	0.0235	0	0	0	15.1307	0	0	0	0.0377	1	0	0.4561	0	0	0	0.696	0.027	0	0.0222	0	0	0	0.6743	0	0	0	1	0	250	0	0	0	444	304	0	260	0	0	0	945	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.5593	19135	-27238	0	1	0	40.1084	0	0	0	46.2109	0.0791	0	0.0185	0	0	0	12.3108	0	0	0	0.0441	1	0	0.4617	0	0	0	0.7277	0.0267	0	0.0211	0	0	0	0.5628	0	0	0	1	0	2	0	0	0	430	287	0	249	0	0	0	906	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.8962	19045	-27358	0	1	0	40.3131	0	0	0	46.3217	0.0689	0	0.0079	0	0	0	12.372	0	0	0	0.0406	1	0	0.4645	0	0	0	0.7314	0.0287	0	0.0223	0	0	0	0.5715	0	0	0	1	0	251	0	0	0	449	315	0	266	0	0	0	948	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.8048	18892	-27645	0	1	0	40.1786	0	0	0	46.345	0.0574	0	0.0359	0	0	0	12.3898	0	0	0	0.0416	1	0	0.4625	0	0	0	0.7297	0.0277	0	0.0214	0	0	0	0.5652	0	0	0	1	0	244	0	0	0	433	310	0	246	0	0	0	834	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.4655	15626	-28744	0	1	0	39.9194	0	0	0	45.1552	0.0248	0	0.0021	0	0	0	13.6227	0	0	0	0.0413	1	0	0.4596	0	0	0	0.7122	0.0256	0	0.0221	0	0	0	0.6124	0	0	0	1	0	243	0	0	0	430	297	0	265	0	0	0	926	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	100.4206	15755	-28732	0	1	0	40.1808	0	0	0	45.1475	0.0182	0	0.0175	0	0	0	14.2998	0	0	0	0.0445	1	0	0.4629	0	0	0	0.7137	0.0263	0	0.0224	0	0	0	0.6421	0	0	0	1	0	249	0	0	0	435	308	0	264	0	0	0	945	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.4508	15740	-28877	0	1	0	39.8886	0	0	0	45.0041	0.063	0	0	0	0	0	13.7326	0	0	0	0.0474	1	0	0.4592	0	0	0	0.7099	0.0261	0	0.022	0	0	0	0.6162	0	0	0	1	0	244	0	0	0	431	287	0	265	0	0	0	914	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.3669	12776	-29286	0	1	0	39.9761	0	0	0	45.1657	0.0196	0	0.0307	0	0	0	13.4661	0	0	0	0.0485	1	0	0.4607	0	0	0	0.7143	0.0268	0	0.0228	0	0	0	0.6123	0	0	0	1	0	2	0	0	0	442	314	0	266	0	0	0	946	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.3298	12985	-29260	0	0	0	39.9371	0	0	0	45.0359	0.0184	0	0.0067	0	0	0	13.6044	0	0	0	0.0389	0	0	0.4597	0	0	0	0.7103	0.0262	0	0.0215	0	0	0	0.6117	0	0	0	0	0	243	0	0	0	430	307	0	257	0	0	0	952	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.972	12906	-29500	0	1	0	40.0989	0	0	0	45.2622	0.0258	0	0.0302	0	0	0	13.8231	0	0	0	0.0408	1	0	0.4621	0	0	0	0.7158	0.0266	0	0.0227	0	0	0	0.6259	0	0	0	1	0	250	0	0	0	443	308	0	265	0	0	0	958	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.6029	9217	-31124	0	1	0	40.3565	0	0	0	46.5225	0.0684	0	0.0019	0	0	0	11.8779	0	0	0	0.0458	1	0	0.4645	0	0	0	0.7324	0.0274	0	0.0211	0	0	0	0.5472	0	0	0	1	0	241	0	0	0	431	300	0	25	0	0	0	916	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.5894	9466	-31165	0	1	0	40.17	0	0	0	46.4382	0.0469	0	0.0192	0	0	0	12.169	0	0	0	0.046	1	0	0.4628	0	0	0	0.7326	0.0271	0	0.0219	0	0	0	0.5618	0	0	0	1	0	247	0	0	0	437	305	0	258	0	0	0	895	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	98.5018	9556	-30939	0	1	0	40.0138	0	0	0	46.126	0.0473	0	0	0	0	0	11.5354	0	0	0	0.0446	1	0	0.4612	0	0	0	0.7284	0.0276	0	0.0219	0	0	0	0.54	0	0	0	1	0	253	0	0	0	447	312	0	26	0	0	0	918	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.0354	5945	-32555	0	1	0	39.963	0	0	0	45.2547	0.0325	0	0	0	0	0	13.0141	0	0	0	0.0499	1	0	0.46	0	0	0	0.7136	0.0267	0	0.0213	0	0	0	0.5897	0	0	0	1	0	242	0	0	0	431	308	0	258	0	0	0	938	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.6078	6491	-32950	0	1	0	40.1346	0	0	0	45.9184	0.0636	0	0.006	0	0	0	12.7194	0	0	0	0.0517	1	0	0.4619	0	0	0	0.7233	0.0266	0	0.0207	0	0	0	0.5778	0	0	0	1	0	242	0	0	0	432	293	0	24	0	0	0	895	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.355	6649	-32510	0	1	0	40.0682	0	0	0	45.6111	0.0718	0	0.0083	0	0	0	12.8198	0	0	0	0.0526	1	0	0.4612	0	0	0	0.7188	0.0269	0	0.0216	0	0	0	0.5816	0	0	0	1	0	241	0	0	0	435	292	0	257	0	0	0	897	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.4545	9174	-35416	0	1	0	39.8058	0	0	0	45.2826	0.0497	0	0	0	0	0	13.5197	0	0	0	0.0508	1	0	0.4582	0	0	0	0.7139	0.0268	0	0.0211	0	0	0	0.6082	0	0	0	1	0	23	0	0	0	427	301	0	255	0	0	0	94	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.4783	9241	-35607	0	1	0	39.974	0	0	0	45.1812	0.063	0	0.0139	0	0	0	13.4379	0	0	0	0.0528	1	0	0.4605	0	0	0	0.714	0.0282	0	0.0216	0	0	0	0.6105	0	0	0	1	0	246	0	0	0	442	312	0	255	0	0	0	10	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.4242	9507	-35542	0	1	0	39.9911	0	0	0	45.328	0.0357	0	0.0136	0	0	0	13.2416	0	0	0	0.0511	1	0	0.4609	0	0	0	0.7167	0.0277	0	0.0223	0	0	0	0.6043	0	0	0	1	0	250	0	0	0	443	318	0	264	0	0	0	987	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.3787	13450	-33961	0	1	0	40.0306	0	0	0	45.666	0.091	0	0.0208	0	0	0	12.766	0	0	0	0.0496	1	0	0.4613	0	0	0	0.7216	0.0281	0	0.0219	0	0	0	0.5855	0	0	0	1	0	248	0	0	0	445	297	0	257	0	0	0	897	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.6098	13730	-33924	0	1	0	40.0533	0	0	0	45.6109	0.0556	0	0	0	0	0	13.0994	0	0	0	0.0485	1	0	0.4611	0	0	0	0.7189	0.0275	0	0.0215	0	0	0	0.5923	0	0	0	1	0	244	0	0	0	433	308	0	260	0	0	0	878	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.6881	13682	-34106	0	1	0	39.9322	0	0	0	45.8294	0.0564	0	0	0	0	0	13.0642	0	0	0	0.0467	1	0	0.4596	0	0	0	0.722	0.0272	0	0.0217	0	0	0	0.5907	0	0	0	1	0	242	0	0	0	426	304	0	265	0	0	0	907	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.2309	18651	-32213	0	1	0	40.0669	0	0	0	45.9107	0.0362	0	0.0142	0	0	0	12.4018	0	0	0	0.0484	1	0	0.4612	0	0	0	0.7232	0.0274	0	0.0218	0	0	0	0.5666	0	0	0	1	0	243	0	0	0	433	3	0	259	0	0	0	945	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.3884	18864	-32492	0	1	0	40.2493	0	0	0	46.2309	0.0697	0	0.0213	0	0	0	12.0014	0	0	0	0.0566	1	0	0.4638	0	0	0	0.73	0.028	0	0.0222	0	0	0	0.5579	0	0	0	1	0	250	0	0	0	448	306	0	261	0	0	0	965	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.601	18883	-32625	0	1	0	40.3349	0	0	0	46.163	0.0453	0	0	0	0	0	12.2366	0	0	0	0.053	1	0	0.4648	0	0	0	0.729	0.0285	0	0.0222	0	0	0	0.5664	0	0	0	1	0	247	0	0	0	452	324	0	268	0	0	0	945	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.0543	14457	-37001	0	1	0	40.1353	0	0	0	45.8554	0.0636	0	0	0	0	0	12.2009	0	0	0	0.0467	1	0	0.4625	0	0	0	0.7244	0.0288	0	0.022	0	0	0	0.5648	0	0	0	1	0	248	0	0	0	445	319	0	269	0	0	0	914	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.6216	14574	-36914	0	1	0	40.2945	0	0	0	46.1928	0.051	0	0	0	0	0	12.2912	0	0	0	0.046	1	0	0.4643	0	0	0	0.7294	0.0279	0	0.0217	0	0	0	0.5678	0	0	0	1	0	250	0	0	0	445	313	0	263	0	0	0	892	0	0	0		
-1	STAP01_13G_A	WVZ	Reykjanesskagi	Stapafell	Stapafell	ol	-1	-1	-1	-1	-1	-1	-1	-1	SX100	Cambridge	Lucy_Tweed	99.595	14522	-37169	0	1	0	40.0437	0	0	0	46.1946	0.0513	0	0.0064	0	0	0	12.5191	0	0	0	0.0505	1	0	0.4609	0	0	0	0.7274	0.027	0	0.0218	0	0	0	0.5704	0	0	0	1	0	240	0	0	0	436	303	0	261	0	0	0	909	0	0	0		
